1	6.813	646.741875			
2	8.688	547.046875			
3	11.13	435.380625			
4	14.19	326.1675			
5	18.07	222.056875			
6	23.06	183.2975			
7	29.44	151.210625			
8	37.56	80.4330625			
9	47.94	59.718875			
10	61.13	32.126125			
11	77.94	20.4885			
12	99.38	11.2745625			
13	126.7	6.10631875			
14	166.4	2.77791875			
15	206	1.54350625			
16	262.8	0.785785			
17	335.2	0.42802125			
18	427.7	0.214010625			
19	545.6	0.106858125			
20	695.9	0.057010625
